requests,served,persisted,serve RTT,req RTT,next RTT,serve av,persist av,window size
"379","42","42","37017","33767","33154","22054","20401","3250",
"382","43","43","37098","33898","33453","22404","20715","3200",
"389","44","44","37667","34517","33838","22750","21029","3150",
"393","45","45","37972","34872","34197","23089","21336","3100",
"400","46","46","38527","35477","34627","23424","21644","3050",
"405","47","47","38846","35846","35034","23752","21946","3000",
"412","48","48","39402","36452","35502","24078","22248","2950",
"417","49","49","39717","36817","35941","24398","22546","2900",
"424","50","50","40275","37425","36436","24715","22843","2850",
"428","51","51","40588","37788","36900","25026","23136","2800",
"438","52","52","41391","38641","37489","25341","23434","2750",
"440","53","53","41452","38752","37956","25645","23723","2700",
"447","54","54","42021","39371","38475","25948","24013","2650",
"452","55","55","42340","39740","38963","26246","24299","2600",
"459","56","56","42887","40337","39492","26544","24586","2550",
"464","57","57","43214","40714","39993","26836","24868","2500",
"471","58","58","43763","41313","40531","27128","25152","2450",
"475","59","59","44076","41676","41036","27415","25432","2400",
"482","60","60","44630","42280","41579","27702","25713","2350",
"487","61","61","44952","42652","42091","27985","25991","2300",
"494","62","62","45504","43254","42638","28267","26269","2250",
"499","63","63","45831","43631","43156","28546","26545","2200",
"506","64","64","46373","44223","43704","28825","26821","2150",
"510","65","65","46695","44595","44222","29100","27094","2100",
"520","66","66","47481","45431","44828","29378","27372","2050",
"522","67","67","47572","45572","45341","29650","27644","2000",
"529","68","68","48118","46168","45883","29921","27916","1950",
"534","69","69","48447","46547","46399","30190","28186","1900",
"541","70","70","48989","47139","46942","30458","28457","1850",
"546","71","71","49311","47511","47457","30724","28725","1800",
"553","72","72","49861","48111","47999","30990","28995","1750",
"557","73","73","50180","48480","48514","31253","29261","1700",
"564","74","74","50718","49068","49052","31516","29529","1650",
"569","75","75","51062","49462","49570","31776","29795","1600",
"576","76","76","51509","49959","50090","32036","30060","1550",
"581","77","77","51823","50323","50586","32293","30323","1500",
"588","78","78","52529","50929","51110","32552","30588","1600",
"592","79","79","52845","51295","51609","32809","30850","1550",
"602","80","80","54283","52633","52282","33078","31122","1650",
"604","81","81","53975","52375","52790","33336","31384","1600",
"611","82","82","54678","52978","53322","33596","31648","1700",
"616","83","83","55143","53343","53828","33855","31909","1800",
"623","84","84","55843","53943","54358","34117","32171","1900",
"628","85","85","56321","54321","54865","34378","32432","2000",
"635","86","86","57013","54913","55393","34642","32693","2100",
"639","87","87","57483","55280","55898","34904","32953","2200",
"646","88","88","58194","55891","56426","35169","33214","2300",
"651","89","89","58655","56250","56929","35433","33472","2400",
"658","90","90","59358","56853","57454","35699","33732","2500",
"663","91","91","59832","57226","57958","35964","33990","2600",
"670","92","92","60532","57824","58482","36231","34249","2700",
"674","93","93","60997","58189","58983","36497","34507","2800",
"682","94","94","61706","58794","59506","36765","34765","2900",
"686","95","95","62160","59160","60006","37033","35022","3000",
"693","96","96","62875","59758","60526","37302","35280","3100",
"698","97","97","63342","60025","61009","37570","35535","3200",
"698","98","97","63342","60025","61414","37833","35535","3300",
"705","99","98","64045","60526","61832","38098","35790","3400",
"705","100","98","64046","60526","62180","38357","35790","3500",
"710","101","99","64514","60694","62493","38616","36041","3600",
"710","102","99","64514","60694","62748","38870","36041","3700",
"710","103","99","64515","60694","62951","39119","36041","3800",
"717","104","100","65221","61100","63171","39370","36292","3900",
"717","105","100","65221","61100","63345","39616","36292","4000",
"717","106","100","65221","61100","63476","39858","36292","4100",
"721","107","101","65691","61269","63596","40099","36539","4200",
"721","108","101","65690","61269","63681","40336","36539","4300",
"721","109","101","65691","61269","63734","40569","36539","4400",
"728","110","102","66390","61568","63804","40804","36785","4500",
"728","111","102","66377","61568","63845","41034","36785","4600",
"728","112","102","66379","61568","63861","41260","36785","4700",
"728","113","102","66394","61568","63855","41483","36785","4800",
"733","114","103","66869","61646","63840","41706","37026","4900",
"733","115","103","66869","61646","63808","41924","37026","5000",
"733","116","103","66869","61646","63759","42139","37026","5100",
"733","117","103","66870","61646","63697","42351","37026","5200",
"740","118","104","67562","61939","63663","42564","37266","5300",
"740","119","104","67564","61939","63615","42774","37266","5400",
"740","120","104","67564","61939","63555","42981","37266","5500",
"740","121","104","67553","61939","63486","43184","37266","5600",
"745","122","105","68030","61907","63403","43388","37500","5700",
"745","123","105","68031","61907","63313","43588","37500","5800",
"745","124","105","68031","61907","63217","43785","37500","5900",
"745","125","105","68017","61907","63116","43979","37500","6000",
"745","126","105","68018","61907","63011","44170","37500","6100",
"752","127","106","68733","62007","62916","44363","37731","6200",
"752","128","106","68720","62007","62817","44554","37731","6300",
"752","129","106","68733","62007","62715","44741","37731","6400",
"752","130","106","68722","62007","62612","44926","37731","6500",
"752","131","106","68723","62007","62507","45107","37731","6600",
"752","132","106","68720","62007","62401","45286","37731","6700",
"757","133","107","69205","61779","62268","45466","37956","6800",
"757","134","107","69208","61779","62136","45643","37956","6900",
"757","135","107","69208","61779","62007","45818","37956","7000",
"757","136","107","69208","61779","61881","45990","37956","7100",
"757","137","107","69046","61779","61757","46158","37956","7050",
"757","138","107","68902","61779","61636","46323","37956","7000",
"757","139","107","68759","61779","61519","46484","37956","6950",
"766","140","108","69546","62017","61431","46649","38179","6900",
"766","141","108","69395","62017","61346","46810","38179","6850",
"766","142","108","69248","62017","61262","46968","38179","6800",
"766","143","108","69098","62017","61179","47123","38179","6750",
"766","144","108","68949","62017","61099","47275","38179","6700",
"766","145","108","68798","62017","61021","47423","38179","6650",
"766","146","108","68648","62017","60945","47568","38179","6600",
"768","147","109","68728","61448","60810","47712","38392","6550",
"768","148","109","68579","61448","60681","47853","38392","6500",
"768","149","109","68430","61448","60558","47991","38392","6450",
"768","150","109","68273","61448","60441","48127","38392","6400",
"768","151","109","68119","61448","60330","48259","38392","6350",
"768","152","109","67976","61448","60225","48389","38392","6300",
"768","153","109","67833","61448","60126","48516","38392","6250",
"768","154","109","67683","61448","60031","48640","38392","6200",
"775","155","110","68226","61146","59911","48767","38599","6150",
"775","156","110","68079","61146","59799","48890","38599","6100",
"775","157","110","67920","61146","59692","49012","38599","6050",
"775","158","110","67777","61146","59593","49130","38599","6000",
"775","159","110","67617","61146","59499","49247","38599","5950",
"775","160","110","67480","61146","59412","49361","38599","5900",
"775","161","110","67330","61146","59330","49472","38599","5850",
"775","162","110","67182","61146","59255","49582","38599","5800",
"775","163","110","67031","61146","59184","49689","38599","5750",
"775","164","110","66875","61146","59119","49793","38599","5700",
"782","165","111","67443","60862","59031","49900","38800","5650",
"782","166","111","67280","60862","58950","50005","38800","5600",
"782","167","111","67145","60862","58875","50108","38800","5550",
"782","168","111","66994","60862","58805","50208","38800","5500",
"782","169","111","66844","60862","58742","50307","38800","5450",
"782","170","111","66683","60862","58684","50403","38800","5400",
"782","171","111","66539","60862","58631","50497","38800","5350",
"782","172","111","66384","60862","58583","50590","38800","5300",
"782","173","111","66240","60862","58540","50680","38800","5250",
"782","174","111","66097","60862","58501","50769","38800","5200",
"789","175","112","66633","60350","58420","50859","38992","5150",
"789","176","112","66483","60350","58346","50948","38992","5100",
"789","177","112","66335","60350","58278","51035","38992","5050",
"789","178","112","66175","60350","58217","51120","38992","5000",
"789","179","112","66023","60350","58161","51203","38992","4950",
"789","180","112","65879","60350","58111","51285","38992","4900",
"789","181","112","65737","60350","58066","51365","38992","4850",
"789","182","112","65587","60350","58027","51443","38992","4800",
"789","183","112","65436","60350","57992","51519","38992","4750",
"789","184","112","65287","60350","57962","51594","38992","4700",
"789","185","112","65139","60350","57937","51667","38992","4650",
"789","186","112","64989","60350","57916","51739","38992","4600",
"794","187","113","65301","59516","57827","51812","39174","4550",
"794","188","113","65152","59516","57746","51883","39174","4500",
"794","189","113","65001","59516","57673","51952","39174","4450",
"794","190","113","64852","59516","57606","52020","39174","4400",
"794","191","113","64703","59516","57545","52086","39174","4350",
"794","192","113","64545","59516","57491","52151","39174","4300",
"794","193","113","64392","59516","57443","52215","39174","4250",
"794","194","113","64248","59516","57401","52277","39174","4200",
"794","195","113","64106","59516","57364","52337","39174","4150",
"794","196","113","63956","59516","57332","52397","39174","4100",
"794","197","113","63807","59516","57305","52454","39174","4050",
"794","198","113","63658","59516","57283","52511","39174","4000",
"794","199","113","63503","59516","57265","52566","39174","3950",
"801","200","114","64055","58820","57196","52624","39346","3900",
"801","201","114","63892","58820","57134","52680","39346","3850",
"801","202","114","63756","58820","57078","52735","39346","3800",
"801","203","114","63594","58820","57028","52788","39346","3750",
"801","204","114","63455","58820","56984","52840","39346","3700",
"801","205","114","63295","58820","56945","52891","39346","3650",
"801","206","114","63157","58820","56912","52941","39346","3600",
"801","207","114","62994","58820","56884","52990","39346","3550",
"801","208","114","62851","58820","56861","53037","39346","3500",
"801","209","114","62708","58820","56843","53083","39346","3450",
"801","210","114","62557","58820","56828","53129","39346","3400",
"801","211","114","62409","58820","56819","53173","39346","3350",
"801","212","114","62260","58820","56813","53215","39346","3300",
"801","213","114","62096","58820","56810","53257","39346","3250",
"808","214","115","62658","57922","56745","53301","39508","3200",
"808","215","115","62494","57922","56686","53344","39508","3150",
"808","216","115","62359","57922","56633","53386","39508","3100",
"808","217","115","62209","57922","56585","53426","39508","3050",
"808","218","115","62059","57922","56544","53466","39508","3000",
"808","219","115","61910","57922","56508","53504","39508","2950",
"808","220","115","61760","57922","56477","53542","39508","2900",
"808","221","115","61610","57922","56450","53578","39508","2850",
"808","222","115","61460","57922","56429","53614","39508","2800",
"808","223","115","61310","57922","56412","53648","39508","2750",
"808","224","115","61162","57922","56399","53682","39508","2700",
"808","225","115","61009","57922","56391","53715","39508","2650",
"808","226","115","60863","57922","56386","53746","39508","2600",
"808","227","115","60713","57922","56385","53777","39508","2550",
"808","228","115","60564","57922","56387","53807","39508","2500",
"808","229","115","60415","57922","56393","53835","39508","2450",
"817","230","116","61196","57059","56342","53867","39659","2400",
"817","231","116","61047","57059","56296","53899","39659","2350",
"817","232","116","60889","57059","56256","53929","39659","2300",
"817","233","116","60749","57059","56221","53958","39659","2250",
"817","234","116","60600","57059","56191","53986","39659","2200",
"817","235","116","60450","57059","56165","54014","39659","2150",
"817","236","116","60300","57059","56144","54040","39659","2100",
"817","237","116","60150","57059","56127","54066","39659","2050",
"817","238","116","60002","57059","56114","54091","39659","2000",
"817","239","116","59853","57059","56105","54115","39659","1950",
"817","240","116","59704","57059","56100","54139","39659","1900",
"817","241","116","59554","57059","56098","54161","39659","1850",
"817","242","116","59392","57059","56099","54183","39659","1800",
"817","243","116","59249","57059","56104","54204","39659","1750",
"817","244","116","59107","57059","56112","54224","39659","1700",
"817","245","116","58945","57059","56123","54243","39659","1650",
"817","246","116","58802","57059","56137","54261","39659","1600",
"817","247","116","58653","57059","56153","54279","39659","1550",
"822","248","117","58965","55627","56079","54298","39796","1500",
"822","249","117","58966","55627","56012","54317","39796","1600",
"822","250","117","58966","55627","55950","54335","39796","1700",
"822","251","117","58967","55627","55893","54354","39796","1800",
"822","252","117","58968","55627","55842","54372","39796","1900",
"822","253","117","58968","55627","55796","54390","39796","2000",
"822","254","117","58820","55627","55755","54408","39796","1950",
"822","255","117","58669","55627","55719","54425","39796","1900",
"822","256","117","58520","55627","55687","54441","39796","1850",
"822","257","117","58370","55627","55659","54456","39796","1800",
"822","258","117","58221","55627","55635","54470","39796","1750",
"822","259","117","58072","55627","55615","54484","39796","1700",
"822","260","117","57923","55627","55599","54498","39796","1650",
"822","261","117","57773","55627","55587","54510","39796","1600",
"822","262","117","57624","55627","55578","54522","39796","1550",
"822","263","117","57475","55627","55573","54533","39796","1500",
"822","264","117","57327","55627","55571","54544","39796","1450",
"822","265","117","57178","55627","55571","54554","39796","1400",
"822","266","117","57029","55627","55575","54563","39796","1350",
"834","267","118","58037","54697","55526","54576","39922","1300",
"834","268","118","58039","54697","55481","54589","39922","1400",
"834","269","118","58039","54697","55441","54602","39922","1500",
"834","270","118","58040","54697","55405","54615","39922","1600",
"834","271","118","58041","54697","55374","54627","39922","1700",
"834","272","118","58042","54697","55346","54640","39922","1800",
"834","273","118","58043","54697","55322","54652","39922","1900",
"834","274","118","58043","54697","55302","54665","39922","2000",
"834","275","118","58043","54697","55285","54677","39922","2100",
"834","276","118","58045","54697","55272","54689","39922","2200",
"834","277","118","58044","54697","55262","54701","39922","2300",
"834","278","118","58045","54697","55255","54713","39922","2400",
"834","279","118","58046","54697","55251","54725","39922","2500",
"834","280","118","58046","54697","55250","54737","39922","2600",
"834","281","118","58047","54697","55251","54749","39922","2700",
"834","282","118","58049","54697","55256","54760","39922","2800",
"834","283","118","58050","54697","55262","54772","39922","2900",
"834","284","118","58051","54697","55272","54784","39922","3000",
"834","285","118","58052","54697","55283","54795","39922","3100",
"834","286","118","58051","54697","55297","54807","39922","3200",
"834","287","118","58044","54697","55313","54818","39922","3300",
"839","288","119","58505","52863","55229","54831","40031","3400",
"839","289","119","58506","52863","55150","54843","40031","3500",
"839","290","119","58507","52863","55077","54856","40031","3600",
"839","291","119","58507","52863","55008","54868","40031","3700",
"839","292","119","58508","52863","54945","54881","40031","3800",
"839","293","119","58505","52863","54885","54893","40031","3900",
"839","294","119","58509","52863","54831","54906","40031","4000",
"839","295","119","58509","52863","54780","54918","40031","4100",
"839","296","119","58510","52863","54734","54930","40031","4200",
"839","297","119","58511","52863","54691","54942","40031","4300",
"839","298","119","58511","52863","54653","54954","40031","4400",
"839","299","119","58503","52863","54618","54966","40031","4500",
"839","300","119","58509","52863","54587","54978","40031","4600",
"839","301","119","58512","52863","54559","54989","40031","4700",
"839","302","119","58514","52863","54534","55001","40031","4800",
"839","303","119","58513","52863","54513","55013","40031","4900",
"839","304","119","58516","52863","54495","55024","40031","5000",
"839","305","119","58520","52863","54480","55036","40031","5100",
"839","306","119","58520","52863","54467","55047","40031","5200",
"839","307","119","58521","52863","54458","55058","40031","5300",
"839","308","119","58521","52863","54451","55070","40031","5400",
"839","309","119","58522","52863","54446","55081","40031","5500",
"839","310","119","58524","52863","54444","55092","40031","5600",
"843","311","120","58974","50831","54340","55104","40121","5700",
"843","312","120","58975","50831","54241","55117","40121","5800",
"843","313","120","58976","50831","54148","55129","40121","5900",
"843","314","120","58977","50831","54060","55141","40121","6000",
"843","315","120","58978","50831","53976","55154","40121","6100",
"843","316","120","58970","50831","53898","55166","40121","6200",
"843","317","120","58980","50831","53824","55178","40121","6300",
"843","318","120","58974","50831","53754","55190","40121","6400",
"843","319","120","58982","50831","53689","55201","40121","6500",
"843","320","120","58971","50831","53628","55213","40121","6600",
"843","321","120","58979","50831","53572","55225","40121","6700",
"843","322","120","58972","50831","53519","55237","40121","6800",
"843","323","120","58987","50831","53470","55248","40121","6900",
"843","324","120","58989","50831","53424","55260","40121","7000",
"843","325","120","58990","50831","53382","55271","40121","7100",
"843","326","120","58991","50831","53344","55283","40121","7200",
"843","327","120","58992","50831","53309","55294","40121","7300",
"843","328","120","58993","50831","53277","55305","40121","7400",
"843","329","120","58995","50831","53248","55317","40121","7500",
"843","330","120","58995","50831","53222","55328","40121","7600",
"843","331","120","58995","50831","53199","55339","40121","7700",
"843","332","120","58998","50831","53179","55350","40121","7800",
"843","333","120","58998","50831","53162","55361","40121","7900",
"843","334","120","58994","50831","53147","55372","40121","8000",
"843","335","120","59002","50831","53135","55382","40121","8100",
"846","336","121","59212","48069","52994","55394","40186","8200",
"846","337","121","59214","48069","52858","55405","40186","8300",
"846","338","121","59215","48069","52729","55416","40186","8400",
"846","339","121","59215","48069","52605","55428","40186","8500",
"846","340","121","59217","48069","52487","55439","40186","8600",
"846","341","121","59218","48069","52374","55450","40186","8700",
"846","342","121","59218","48069","52267","55461","40186","8800",
"846","343","121","59219","48069","52165","55472","40186","8900",
"846","344","121","59219","48069","52067","55483","40186","9000",
"846","345","121","59221","48069","51974","55494","40186","9100",
"846","346","121","59221","48069","51886","55504","40186","9200",
"846","347","121","59223","48069","51803","55515","40186","9300",
"846","348","121","59224","48069","51724","55526","40186","9400",
"846","349","121","59226","48069","51649","55536","40186","9500",
"846","350","121","59227","48069","51578","55547","40186","9600",
"846","351","121","59228","48069","51511","55557","40186","9700",
"846","352","121","59229","48069","51448","55568","40186","9800",
"846","353","121","59226","48069","51389","55578","40186","9900",
"846","354","121","59231","48069","51333","55588","40186","10000",
"846","355","121","59223","48069","51281","55599","40186","10100",
"846","356","121","59231","48069","51233","55609","40186","10200",
"846","357","121","59235","48069","51188","55619","40186","10300",
"846","358","121","59231","48069","51146","55629","40186","10400",
"846","359","121","59238","48069","51107","55639","40186","10500",
"846","360","121","59239","48069","51071","55649","40186","10600",
"846","361","121","59240","48069","51038","55659","40186","10700",
"846","362","121","59240","48069","51008","55669","40186","10800",
"846","363","121","59242","48069","50980","55679","40186","10900",
"846","364","121","59242","48069","50956","55689","40186","11000",
"846","365","121","59243","48069","50934","55698","40186","11100",
"850","366","122","59679","45470","50801","55709","40230","11200",
"850","367","122","59681","45470","50673","55720","40230","11300",
"850","368","122","59682","45470","50550","55731","40230","11400",
"850","369","122","59675","45470","50433","55742","40230","11500",
"850","370","122","59682","45470","50320","55752","40230","11600",
"850","371","122","59685","45470","50213","55763","40230","11700",
"850","372","122","59686","45470","50109","55773","40230","11800",
"850","373","122","59688","45470","50011","55784","40230","11900",
"850","374","122","59689","45470","49917","55794","40230","12000",
"850","375","122","59690","45470","49827","55805","40230","12100",
"850","376","122","59691","45470","49742","55815","40230","12200",
"850","377","122","59692","45470","49660","55825","40230","12300",
"850","378","122","59692","45470","49583","55836","40230","12400",
"850","379","122","59695","45470","49509","55846","40230","12500",
"850","380","122","59696","45470","49439","55856","40230","12600",
"850","381","122","59697","45470","49373","55866","40230","12700",
"850","382","122","59699","45470","49310","55876","40230","12800",
"850","383","122","59700","45470","49251","55886","40230","12900",
"850","384","122","59700","45470","49195","55896","40230","13000",
"850","385","122","59701","45470","49142","55906","40230","13100",
"850","386","122","59696","45470","49093","55916","40230","13200",
"850","387","122","59688","45470","49046","55925","40230","13300",
"850","388","122","59695","45470","49003","55935","40230","13400",
"850","389","122","59704","45470","48962","55945","40230","13500",
"850","390","122","59705","45470","48925","55954","40230","13600",
"850","391","122","59707","45470","48890","55964","40230","13700",
"850","392","122","59708","45470","48857","55974","40230","13800",
"850","393","122","59708","45470","48828","55983","40230","13900",
"850","394","122","59709","45470","48801","55992","40230","14000",
"850","395","122","59705","45470","48776","56002","40230","14100",
"850","396","122","59703","45470","48753","56011","40230","14200",
"857","397","123","60393","45896","48750","56022","40276","14300",
"857","398","123","60391","45896","48749","56033","40276","14400",
"862","399","124","60854","43539","48655","56045","40302","14500",
"862","400","124","60854","43539","48565","56057","40302","14600",
"862","401","124","60856","43539","48479","56069","40302","14700",
"862","402","124","60857","43539","48397","56081","40302","14800",
"862","403","124","60858","43539","48318","56093","40302","14900",
"862","404","124","60859","43539","48243","56105","40302","15000",
"862","405","124","60859","43539","48172","56117","40302","15100",
"862","406","124","60861","43539","48103","56128","40302","15200",
"862","407","124","60862","43539","48038","56140","40302","15300",
"862","408","124","60863","43539","47977","56152","40302","15400",
"862","409","124","60864","43539","47918","56163","40302","15500",
"862","410","124","60866","43539","47862","56175","40302","15600",
"862","411","124","60855","43539","47810","56186","40302","15700",
"862","412","124","60864","43539","47760","56197","40302","15800",
"862","413","124","60869","43539","47713","56209","40302","15900",
"862","414","124","60865","43539","47669","56220","40302","16000",
"862","415","124","60873","43539","47627","56231","40302","16100",
"862","416","124","60874","43539","47588","56242","40302","16200",
"862","417","124","60874","43539","47552","56253","40302","16300",
"862","418","124","60876","43539","47518","56264","40302","16400",
"862","419","124","60877","43539","47486","56275","40302","16500",
"862","420","124","60879","43539","47457","56286","40302","16600",
"862","421","124","60880","43539","47430","56297","40302","16700",
"862","422","124","60881","43539","47405","56308","40302","16800",
"862","423","124","60880","43539","47382","56319","40302","16900",
"862","424","124","60875","43539","47361","56330","40302","17000",
"862","425","124","60876","43539","47342","56340","40302","17100",
"862","426","124","60882","43539","47326","56351","40302","17200",
"862","427","124","60875","43539","47311","56362","40302","17300",
"869","428","125","61551","43991","47315","56374","40331","17400",
"869","429","125","61553","43991","47320","56386","40331","17500",
"874","430","126","62021","41910","47250","56399","40344","17600",
"874","431","126","62022","41910","47182","56412","40344","17700",
"874","432","126","62023","41910","47117","56425","40344","17800",
"874","433","126","62024","41910","47055","56438","40344","17900",
"874","434","126","62024","41910","46997","56451","40344","18000",
"874","435","126","62026","41910","46940","56464","40344","18100",
"874","436","126","62028","41910","46887","56476","40344","18200",
"874","437","126","62021","41910","46836","56489","40344","18300",
"874","438","126","62021","41910","46788","56502","40344","18400",
"874","439","126","62030","41910","46742","56514","40344","18500",
"874","440","126","62029","41910","46698","56527","40344","18600",
"874","441","126","62034","41910","46657","56539","40344","18700",
"874","442","126","62029","41910","46619","56552","40344","18800",
"874","443","126","62036","41910","46582","56564","40344","18900",
"874","444","126","62037","41910","46548","56576","40344","19000",
"874","445","126","62030","41910","46516","56589","40344","19100",
"874","446","126","62039","41910","46486","56601","40344","19200",
"874","447","126","62033","41910","46458","56613","40344","19300",
"874","448","126","62040","41910","46432","56625","40344","19400",
"874","449","126","62036","41910","46408","56637","40344","19500",
"874","450","126","62037","41910","46385","56649","40344","19600",
"874","451","126","62030","41910","46365","56661","40344","19700",
"874","452","126","62035","41910","46346","56673","40344","19800",
"874","453","126","62046","41910","46329","56685","40344","19900",
"874","454","126","62044","41910","46314","56697","40344","20000",
"874","455","126","62038","41910","46300","56708","40344","20100",
"883","456","127","62949","42647","46314","56722","40362","20200",
"883","457","127","62956","42647","46329","56736","40362","20300",
"885","458","128","63193","40486","46270","56750","40363","20400",
"885","459","128","63194","40486","46212","56764","40363","20500",
"885","460","128","63194","40486","46158","56778","40363","20600",
"885","461","128","63196","40486","46106","56792","40363","20700",
"885","462","128","63198","40486","46056","56806","40363","20800",
"885","463","128","63195","40486","46008","56819","40363","20900",
"885","464","128","63187","40486","45963","56833","40363","21000",
"885","465","128","63201","40486","45920","56847","40363","21100",
"885","466","128","63202","40486","45878","56860","40363","21200",
"885","467","128","63204","40486","45839","56874","40363","21300",
"885","468","128","63205","40486","45802","56888","40363","21400",
"885","469","128","63206","40486","45768","56901","40363","21500",
"885","470","128","63205","40486","45734","56914","40363","21600",
"885","471","128","63197","40486","45703","56928","40363","21700",
"885","472","128","63211","40486","45674","56941","40363","21800",
"885","473","128","63213","40486","45646","56954","40363","21900",
"885","474","128","63215","40486","45621","56968","40363","22000",
"885","475","128","63216","40486","45597","56981","40363","22100",
"885","476","128","63218","40486","45574","56994","40363","22200",
"885","477","128","63216","40486","45553","57007","40363","22300",
"885","478","128","63207","40486","45534","57020","40363","22400",
"885","479","128","63214","40486","45516","57033","40363","22500",
"885","480","128","63218","40486","45500","57046","40363","22600",
"885","481","128","63221","40486","45486","57059","40363","22700",
"893","482","129","63909","41047","45491","57073","40368","22800",
"897","483","130","64368","39267","45438","57088","40360","22900",
"897","484","130","64370","39267","45388","57103","40360","23000",
"897","485","130","64372","39267","45340","57118","40360","23100",
"897","486","130","64372","39267","45293","57133","40360","23200",
"897","487","130","64370","39267","45249","57148","40360","23300",
"897","488","130","64376","39267","45207","57162","40360","23400",
"897","489","130","64371","39267","45167","57177","40360","23500",
"897","490","130","64378","39267","45128","57192","40360","23600",
"897","491","130","64380","39267","45092","57207","40360","23700",
"897","492","130","64381","39267","45057","57221","40360","23800",
"897","493","130","64371","39267","45024","57236","40360","23900",
"897","494","130","64377","39267","44992","57250","40360","24000",
"897","495","130","64386","39267","44963","57265","40360","24100",
"897","496","130","64383","39267","44935","57279","40360","24200",
"897","497","130","64377","39267","44908","57293","40360","24300",
"897","498","130","64384","39267","44883","57307","40360","24400",
"897","499","130","64391","39267","44860","57322","40360","24500",
"897","500","130","64391","39267","44838","57336","40360","24600",
"897","501","130","64394","39267","44817","57350","40360","24700",
"897","502","130","64396","39267","44798","57364","40360","24800",
"897","503","130","64400","39267","44781","57378","40360","24900",
"897","504","130","64401","39267","44764","57392","40360","25000",
"897","505","130","64400","39267","44749","57406","40360","25100",
"909","506","132","65541","38326","44706","57422","40341","25200",
"909","507","132","65543","38326","44664","57438","40341","25300",
"909","508","132","65545","38326","44624","57454","40341","25400",
"909","509","132","65547","38326","44586","57470","40341","25500",
"909","510","132","65539","38326","44550","57485","40341","25600",
"909","511","132","65548","38326","44515","57501","40341","25700",
"909","512","132","65554","38326","44482","57517","40341","25800",
"909","513","132","65554","38326","44450","57533","40341","25900",
"909","514","132","65543","38326","44420","57548","40341","26000",
"909","515","132","65547","38326","44392","57564","40341","26100",
"909","516","132","65555","38326","44365","57579","40341","26200",
"909","517","132","65547","38326","44339","57595","40341","26300",
"909","518","132","65562","38326","44315","57610","40341","26400",
"909","519","132","65555","38326","44292","57625","40341","26500",
"909","520","132","65564","38326","44271","57641","40341","26600",
"909","521","132","65567","38326","44251","57656","40341","26700",
"909","522","132","65559","38326","44232","57671","40341","26800",
"909","523","132","65569","38326","44214","57686","40341","26900",
"909","524","132","65562","38326","44198","57701","40341","27000",
"909","525","132","65569","38326","44183","57716","40341","27100",
"909","526","132","65561","38326","44169","57731","40341","27200",
"916","527","133","66250","38936","44175","57747","40331","27300",
"921","528","134","66710","37498","44137","57764","40309","27400",
"921","529","134","66712","37498","44102","57781","40309","27500",
"921","530","134","66713","37498","44068","57798","40309","27600",
"921","531","134","66706","37498","44035","57815","40309","27700",
"921","532","134","66703","37498","44004","57831","40309","27800",
"921","533","134","66711","37498","43975","57848","40309","27900",
"921","534","134","66718","37498","43946","57865","40309","28000",
"921","535","134","66719","37498","43919","57881","40309","28100",
"921","536","134","66720","37498","43894","57898","40309","28200",
