requests,served,persisted,serve RTT,req RTT,next RTT,serve av,persist av,window size
"921","537","134","66723","37498","43870","57914","40309","28300",
"921","538","134","66725","37498","43846","57930","40309","28400",
"921","539","134","66726","37498","43825","57947","40309","28500",
"921","540","134","66728","37498","43804","57963","40309","28600",
"921","541","134","66728","37498","43785","57979","40309","28700",
"921","542","134","66731","37498","43767","57995","40309","28800",
"921","543","134","66726","37498","43750","58011","40309","28900",
"921","544","134","66733","37498","43734","58028","40309","29000",
"921","545","134","66730","37498","43719","58043","40309","29100",
"921","546","134","66726","37498","43705","58059","40309","29200",
"932","547","136","67884","36884","43674","58077","40268","29300",
"932","548","136","67887","36884","43645","58095","40268","29400",
"932","549","136","67885","36884","43617","58113","40268","29500",
"932","550","136","67880","36884","43590","58131","40268","29600",
"932","551","136","67887","36884","43564","58149","40268","29700",
"932","552","136","67878","36884","43540","58166","40268","29800",
"932","553","136","67881","36884","43517","58184","40268","29900",
"932","554","136","67893","36884","43495","58201","40268","30000",
"932","555","136","67895","36884","43474","58219","40268","30100",
"932","556","136","67896","36884","43454","58236","40268","30200",
"932","557","136","67899","36884","43436","58253","40268","30300",
"932","558","136","67899","36884","43418","58271","40268","30400",
"932","559","136","67902","36884","43401","58288","40268","30500",
"932","560","136","67904","36884","43386","58305","40268","30600",
"932","561","136","67905","36884","43371","58322","40268","30700",
"932","562","136","67907","36884","43358","58339","40268","30800",
"932","563","136","67909","36884","43345","58356","40268","30900",
"932","564","136","67910","36884","43334","58373","40268","31000",
"944","565","138","69052","36452","43311","58392","40221","31100",
"944","566","138","69053","36452","43289","58411","40221","31200",
"944","567","138","69044","36452","43268","58430","40221","31300",
"944","568","138","69051","36452","43248","58448","40221","31400",
"944","569","138","69059","36452","43230","58467","40221","31500",
"944","570","138","69061","36452","43212","58486","40221","31600",
"944","571","138","69058","36452","43195","58504","40221","31700",
"944","572","138","69050","36452","43180","58523","40221","31800",
"944","573","138","69058","36452","43165","58541","40221","31900",
"944","574","138","69056","36452","43151","58559","40221","32000",
"944","575","138","69067","36452","43138","58578","40221","32100",
"944","576","138","69060","36452","43126","58596","40221","32200",
"944","577","138","69072","36452","43115","58614","40221","32300",
"944","578","138","69074","36452","43105","58632","40221","32400",
"944","579","138","69078","36452","43095","58650","40221","32500",
"944","580","138","69080","36452","43087","58668","40221","32600",
"956","581","140","70224","36105","43069","58688","40170","32700",
"956","582","140","70224","36105","43053","58708","40170","32800",
"956","583","140","70222","36105","43037","58728","40170","32900",
"956","584","140","70214","36105","43022","58747","40170","33000",
"956","585","140","70227","36105","43008","58767","40170","33100",
"956","586","140","70214","36105","42996","58786","40170","33200",
"956","587","140","70222","36105","42983","58806","40170","33300",
"956","588","140","70217","36105","42972","58825","40170","33400",
"956","589","140","70231","36105","42962","58845","40170","33500",
"956","590","140","70233","36105","42952","58864","40170","33600",
"956","591","140","70235","36105","42943","58883","40170","33700",
"956","592","140","70237","36105","42935","58902","40170","33800",
"956","593","140","70238","36105","42927","58921","40170","33900",
"956","594","140","70240","36105","42921","58941","40170","34000",
"956","595","140","70241","36105","42915","58960","40170","34100",
"963","596","141","70930","35151","42884","58980","40134","34200",
"963","597","141","70932","35151","42854","59000","40134","34300",
"963","598","141","70934","35151","42825","59020","40134","34400",
"963","599","141","70936","35151","42797","59039","40134","34500",
"963","600","141","70922","35151","42770","59059","40134","34600",
"963","601","141","70930","35151","42745","59079","40134","34700",
"963","602","141","70928","35151","42720","59099","40134","34800",
"963","603","141","70941","35151","42696","59118","40134","34900",
"963","604","141","70932","35151","42673","59138","40134","35000",
"963","605","141","70945","35151","42651","59157","40134","35100",
"963","606","141","70947","35151","42630","59177","40134","35200",
"963","607","141","70934","35151","42610","59196","40134","35300",
"963","608","141","70943","35151","42591","59216","40134","35400",
"963","609","141","70940","35151","42572","59235","40134","35500",
"963","610","141","70948","35151","42555","59254","40134","35600",
"963","611","141","70955","35151","42538","59273","40134","35700",
"968","612","142","71401","33821","42487","59293","40090","35800",
"968","613","142","71401","33821","42438","59313","40090","35900",
"968","614","142","71391","33821","42390","59332","40090","36000",
"968","615","142","71399","33821","42343","59352","40090","36100",
"968","616","142","71395","33821","42297","59372","40090","36200",
"968","617","142","71409","33821","42253","59391","40090","36300",
"968","618","142","71396","33821","42210","59411","40090","36400",
"968","619","142","71404","33821","42168","59430","40090","36500",
"968","620","142","71405","33821","42127","59449","40090","36600",
"968","621","142","71414","33821","42088","59468","40090","36700",
"968","622","142","71418","33821","42049","59488","40090","36800",
"968","623","142","71419","33821","42012","59507","40090","36900",
"968","624","142","71420","33821","41976","59526","40090","37000",
"968","625","142","71419","33821","41940","59545","40090","37100",
"968","626","142","71411","33821","41906","59564","40090","37200",
"968","627","142","71414","33821","41873","59583","40090","37300",
"968","628","142","71421","33821","41841","59602","40090","37400",
"968","629","142","71422","33821","41810","59620","40090","37500",
"975","630","143","72106","32426","41744","59640","40036","37600",
"975","631","143","72107","32426","41680","59660","40036","37700",
"975","632","143","72108","32426","41618","59680","40036","37800",
"975","633","143","72111","32426","41557","59699","40036","37900",
"975","634","143","72111","32426","41497","59719","40036","38000",
"975","635","143","72112","32426","41439","59738","40036","38100",
"975","636","143","72114","32426","41382","59758","40036","38200",
"975","637","143","72115","32426","41326","59777","40036","38300",
"975","638","143","72116","32426","41272","59797","40036","38400",
"975","639","143","72119","32426","41219","59816","40036","38500",
"975","640","143","72120","32426","41167","59835","40036","38600",
"975","641","143","72119","32426","41117","59854","40036","38700",
"975","642","143","72110","32426","41067","59873","40036","38800",
"975","643","143","72117","32426","41019","59892","40036","38900",
"975","644","143","72113","32426","40973","59911","40036","39000",
"975","645","143","72122","32426","40927","59930","40036","39100",
"975","646","143","72131","32426","40883","59949","40036","39200",
"975","647","143","72133","32426","40839","59968","40036","39300",
"975","648","143","72128","32426","40797","59987","40036","39400",
"975","649","143","72135","32426","40756","60006","40036","39500",
"975","650","143","72127","32426","40716","60024","40036","39600",
"979","651","144","72575","30495","40630","60043","39970","39700",
"979","652","144","72578","30495","40545","60063","39970","39800",
"979","653","144","72578","30495","40462","60082","39970","39900",
"979","654","144","72581","30495","40381","60101","39970","40000",
"979","655","144","72583","30495","40302","60120","39970","40100",
"979","656","144","72584","30495","40224","60139","39970","40200",
"979","657","144","72576","30495","40147","60158","39970","40300",
"979","658","144","72576","30495","40072","60177","39970","40400",
"979","659","144","72591","30495","39999","60196","39970","40500",
"979","660","144","72592","30495","39928","60214","39970","40600",
"979","661","144","72595","30495","39858","60233","39970","40700",
"979","662","144","72589","30495","39789","60252","39970","40800",
"979","663","144","72596","30495","39722","60270","39970","40900",
"979","664","144","72601","30495","39656","60289","39970","41000",
"979","665","144","72595","30495","39592","60308","39970","41100",
"979","666","144","72603","30495","39529","60326","39970","41200",
"979","667","144","72594","30495","39467","60344","39970","41300",
"979","668","144","72603","30495","39407","60363","39970","41400",
"979","669","144","72610","30495","39348","60381","39970","41500",
"979","670","144","72610","30495","39290","60399","39970","41600",
"979","671","144","72613","30495","39234","60418","39970","41700",
"979","672","144","72603","30495","39179","60436","39970","41800",
"979","673","144","72611","30495","39125","60454","39970","41900",
"979","674","144","72619","30495","39073","60472","39970","42000",
"986","675","145","73275","28293","38969","60491","39889","42100",
"986","676","145","73278","28293","38868","60510","39889","42200",
"986","677","145","73276","28293","38768","60529","39889","42300",
"986","678","145","73279","28293","38670","60547","39889","42400",
"986","679","145","73281","28293","38574","60566","39889","42500",
"986","680","145","73272","28293","38480","60585","39889","42600",
"986","681","145","73272","28293","38388","60603","39889","42700",
"986","682","145","73282","28293","38297","60622","39889","42800",
"986","683","145","73284","28293","38208","60641","39889","42900",
"986","684","145","73288","28293","38121","60659","39889","43000",
"986","685","145","73294","28293","38036","60677","39889","43100",
"986","686","145","73291","28293","37952","60696","39889","43200",
"986","687","145","73305","28293","37870","60714","39889","43300",
"986","688","145","73303","28293","37789","60733","39889","43400",
"986","689","145","73295","28293","37710","60751","39889","43500",
"986","690","145","73300","28293","37633","60769","39889","43600",
"986","691","145","73308","28293","37557","60787","39889","43700",
"986","692","145","73300","28293","37483","60805","39889","43800",
"986","693","145","73299","28293","37410","60823","39889","43900",
"986","694","145","73313","28293","37338","60841","39889","44000",
"986","695","145","73314","28293","37268","60859","39889","44100",
"986","696","145","73315","28293","37200","60877","39889","44200",
"986","697","145","73315","28293","37133","60895","39889","44300",
"986","698","145","73317","28293","37067","60913","39889","44400",
"986","699","145","73318","28293","37003","60930","39889","44500",
"986","700","145","73320","28293","36940","60948","39889","44600",
"986","701","145","73320","28293","36878","60966","39889","44700",
"986","702","145","73322","28293","36818","60983","39889","44800",
"986","703","145","73323","28293","36759","61001","39889","44900",
"991","704","146","73739","25356","36634","61019","39790","45000",
"991","705","146","73742","25356","36512","61037","39790","45100",
"991","706","146","73741","25356","36392","61055","39790","45200",
"991","707","146","73744","25356","36273","61073","39790","45300",
"991","708","146","73746","25356","36157","61091","39790","45400",
"991","709","146","73746","25356","36043","61109","39790","45500",
"991","710","146","73748","25356","35931","61127","39790","45600",
"991","711","146","73748","25356","35821","61144","39790","45700",
"991","712","146","73749","25356","35713","61162","39790","45800",
"991","713","146","73753","25356","35607","61180","39790","45900",
"991","714","146","73742","25356","35502","61197","39790","46000",
"991","715","146","73757","25356","35400","61215","39790","46100",
"991","716","146","73748","25356","35299","61232","39790","46200",
"991","717","146","73756","25356","35200","61250","39790","46300",
"991","718","146","73765","25356","35103","61267","39790","46400",
"991","719","146","73772","25356","35008","61285","39790","46500",
"991","720","146","73764","25356","34915","61302","39790","46600",
"991","721","146","73761","25356","34823","61319","39790","46700",
"991","722","146","73775","25356","34733","61336","39790","46800",
"991","723","146","73776","25356","34644","61354","39790","46900",
"991","724","146","73777","25356","34558","61371","39790","47000",
"991","725","146","73775","25356","34473","61388","39790","47100",
"991","726","146","73777","25356","34389","61405","39790","47200",
"991","727","146","73766","25356","34307","61422","39790","47300",
"991","728","146","73770","25356","34227","61439","39790","47400",
"991","729","146","73783","25356","34148","61456","39790","47500",
"991","730","146","73781","25356","34071","61473","39790","47600",
"991","731","146","73785","25356","33995","61490","39790","47700",
"991","732","146","73777","25356","33920","61506","39790","47800",
"991","733","146","73784","25356","33847","61523","39790","47900",
"991","734","146","73790","25356","33776","61540","39790","48000",
"991","735","146","73778","25356","33706","61557","39790","48100",
"991","736","146","73786","25356","33637","61573","39790","48200",
"991","737","146","73792","25356","33570","61590","39790","48300",
"998","738","147","74443","20843","33406","61607","39661","48400",
"998","739","147","74445","20843","33245","61625","39661","48500",
"998","740","147","74433","20843","33086","61642","39661","48600",
"998","741","147","74448","20843","32930","61659","39661","48700",
"998","742","147","74441","20843","32777","61676","39661","48800",
"998","743","147","74450","20843","32625","61694","39661","48900",
"998","744","147","74442","20843","32477","61711","39661","49000",
"998","745","147","74459","20843","32330","61728","39661","49100",
"998","746","147","74461","20843","32186","61745","39661","49200",
"998","747","147","74463","20843","32045","61762","39661","49300",
"998","748","147","74466","20843","31905","61779","39661","49400",
"998","749","147","74470","20843","31768","61796","39661","49500",
"998","750","147","74472","20843","31634","61813","39661","49600",
"998","751","147","74476","20843","31501","61830","39661","49700",
"998","752","147","74476","20843","31371","61846","39661","49800",
"998","753","147","74478","20843","31242","61863","39661","49900",
"998","754","147","74480","20843","31116","61880","39661","50000",
"998","755","147","74481","20843","30992","61897","39661","50100",
"998","756","147","74470","20843","30870","61913","39661","50200",
"998","757","147","74477","20843","30750","61930","39661","50300",
"998","758","147","74484","20843","30633","61946","39661","50400",
"998","759","147","74486","20843","30517","61963","39661","50500",
"998","760","147","74488","20843","30403","61979","39661","50600",
"998","761","147","74488","20843","30291","61996","39661","50700",
"998","762","147","74490","20843","30181","62012","39661","50800",
"998","763","147","74478","20843","30073","62029","39661","50900",
"998","764","147","74481","20843","29967","62045","39661","51000",
"998","765","147","74493","20843","29862","62061","39661","51100",
"998","766","147","74480","20843","29760","62077","39661","51200",
"998","767","147","74499","20843","29659","62094","39661","51300",
"998","768","147","74503","20843","29560","62110","39661","51400",
"998","769","147","74503","20843","29463","62126","39661","51500",
"998","770","147","74494","20843","29367","62142","39661","51600",
"998","771","147","74501","20843","29273","62158","39661","51700",
"998","772","147","74508","20843","29181","62174","39661","51800",
"998","773","147","74500","20843","29091","62190","39661","51900",
"998","774","147","74513","20843","29002","62206","39661","52000",
"998","775","147","74501","20843","28915","62222","39661","52100",
"998","776","147","74517","20843","28829","62237","39661","52200",
"998","777","147","74507","20843","28745","62253","39661","52300",
"998","778","147","74513","20843","28663","62269","39661","52400",
"998","779","147","74519","20843","28582","62285","39661","52500",
"998","780","147","74504","20843","28502","62300","39661","52600",
"998","781","147","74518","20843","28424","62316","39661","52700",
"998","782","147","74514","20843","28348","62332","39661","52800",
"998","783","147","74519","20843","28273","62347","39661","52900",
"998","784","147","74521","20843","28199","62363","39661","53000",
"998","785","147","74527","20843","28127","62378","39661","53100",
"998","786","147","74530","20843","28057","62394","39661","53200",
"998","787","147","74520","20843","27987","62409","39661","53300",
"998","788","147","74534","20843","27919","62425","39661","53400",
"998","789","147","74534","20843","27853","62440","39661","53500",
"998","790","147","74534","20843","27787","62455","39661","53600",
"1000","791","149","75614","19514","27696","62472","39402","53700",
"1000","792","149","75618","19514","27607","62488","39402","53800",
"1000","793","149","75620","19514","27519","62505","39402","53900",
"1000","794","149","75622","19514","27433","62521","39402","54000",
"1000","795","149","75625","19514","27349","62538","39402","54100",
"1000","796","149","75629","19514","27266","62554","39402","54200",
"1000","797","149","75630","19514","27184","62571","39402","54300",
"1000","798","149","75633","19514","27104","62587","39402","54400",
"1000","799","149","75636","19514","27026","62604","39402","54500",
"1000","800","149","75638","19514","26949","62620","39402","54600",
"1000","801","149","75642","19514","26873","62636","39402","54700",
"1000","802","149","75644","19514","26799","62652","39402","54800",
"1000","803","149","75647","19514","26726","62668","39402","54900",
"1000","804","149","75649","19514","26654","62685","39402","55000",
"1000","805","149","75650","19514","26584","62701","39402","55100",
"1000","806","149","75652","19514","26516","62717","39402","55200",
"1000","807","149","75653","19514","26448","62733","39402","55300",
"1000","808","149","75653","19514","26382","62749","39402","55400",
"1000","809","149","75656","19514","26317","62765","39402","55500",
"1000","810","149","75657","19514","26254","62781","39402","55600",
"1000","811","149","75658","19514","26191","62797","39402","55700",
"1000","812","149","75660","19514","26130","62812","39402","55800",
"1000","813","149","75660","19514","26071","62828","39402","55900",
"1000","814","149","75662","19514","26012","62844","39402","56000",
"1000","815","149","75664","19514","25955","62860","39402","56100",
"1000","816","150","76081","18682","25882","62876","39264","56200",
"1000","817","150","76084","18682","25811","62892","39264","56300",
"1000","818","150","76076","18682","25741","62908","39264","56400",
"1000","819","150","76076","18682","25672","62924","39264","56500",
"1000","820","150","76086","18682","25605","62940","39264","56600",
"1000","821","150","76093","18682","25539","62956","39264","56700",
"1000","822","150","76095","18682","25475","62972","39264","56800",
"1000","823","150","76097","18682","25411","62988","39264","56900",
"1000","824","150","76102","18682","25349","63004","39264","57000",
"1000","825","150","76103","18682","25288","63020","39264","57100",
"1000","826","150","76096","18682","25228","63036","39264","57200",
"1000","827","150","76104","18682","25170","63052","39264","57300",
"1000","828","150","76113","18682","25112","63067","39264","57400",
"1000","829","151","76793","18562","25054","63084","39127","57500",
"1000","830","151","76799","18562","24996","63101","39127","57600",
"1000","831","151","76801","18562","24940","63117","39127","57700",
"1000","832","151","76804","18562","24885","63133","39127","57800",
"1000","833","151","76793","18562","24831","63150","39127","57900",
"1000","834","151","76800","18562","24778","63166","39127","58000",
"1000","835","151","76809","18562","24727","63183","39127","58100",
"1000","836","151","76812","18562","24676","63199","39127","58200",
"1000","837","152","77256","15622","24570","63216","38972","58300",
"1000","838","152","77259","15622","24466","63232","38972","58400",
"1000","839","152","77260","15622","24364","63249","38972","58500",
"1000","840","152","77249","15622","24263","63266","38972","58600",
"1000","841","152","77257","15622","24164","63282","38972","58700",
"1000","842","152","77264","15622","24066","63299","38972","58800",
"1000","843","152","77269","15622","23970","63316","38972","58900",
"1000","844","152","77269","15622","23876","63332","38972","59000",
"1000","845","152","77275","15622","23783","63349","38972","59100",
"1000","846","152","77265","15622","23692","63365","38972","59200",
"1000","847","152","77276","15622","23602","63382","38972","59300",
"1000","848","152","77270","15622","23514","63398","38972","59400",
"1000","849","152","77279","15622","23427","63414","38972","59500",
"1000","850","152","77288","15622","23342","63431","38972","59600",
"1000","851","152","77273","15622","23258","63447","38972","59700",
"1000","852","152","77289","15622","23176","63463","38972","59800",
"1000","853","152","77282","15622","23095","63479","38972","59900",
"1000","854","152","77282","15622","23015","63495","38972","60000",
"1000","855","152","77284","15622","22937","63512","38972","60100",
"1000","856","152","77291","15622","22860","63528","38972","60200",
"1000","857","152","77298","15622","22785","63544","38972","60300",
"1000","858","152","77299","15622","22710","63560","38972","60400",
"1000","859","152","77300","15622","22637","63576","38972","60500",
"1000","860","152","77293","15622","22566","63592","38972","60600",
"1000","861","152","77295","15622","22496","63608","38972","60700",
"1000","862","152","77304","15622","22427","63624","38972","60800",
"1000","863","152","77316","15622","22359","63639","38972","60900",
"1000","864","152","77317","15622","22292","63655","38972","61000",
"1000","865","152","77318","15622","22227","63671","38972","61100",
"1000","866","152","77321","15622","22163","63687","38972","61200",
"1000","867","152","77322","15622","22100","63703","38972","61300",
"1000","868","152","77324","15622","22038","63718","38972","61400",
"1000","869","152","77324","15622","21978","63734","38972","61500",
"1000","870","152","77327","15622","21918","63750","38972","61600",
"1000","871","153","80784","1536","21601","63769","38727","61700",
"1000","872","153","80788","1536","21288","63789","38727","61800",
"1000","873","153","80790","1536","20979","63808","38727","61900",
"1000","874","153","80793","1536","20673","63827","38727","62000",
"1000","875","153","80795","1536","20372","63847","38727","62100",
"1000","876","153","80798","1536","20074","63866","38727","62200",
"1000","877","153","80800","1536","19780","63886","38727","62300",
"1000","878","153","80805","1536","19490","63905","38727","62400",
"1000","879","153","80797","1536","19203","63924","38727","62500",
"1000","880","153","80806","1536","18920","63943","38727","62600",
"1000","881","153","80801","1536","18640","63962","38727","62700",
"1000","882","153","80817","1536","18364","63981","38727","62800",
"1000","883","153","80819","1536","18092","64001","38727","62900",
"1000","884","153","80820","1536","17823","64020","38727","63000",
"1000","885","153","80821","1536","17558","64039","38727","63100",
"1000","886","153","80795","1536","17295","64057","38727","63200",
"1000","887","153","80831","1536","17037","64076","38727","63300",
"1000","888","153","80834","1536","16781","64095","38727","63400",
"1000","889","153","80835","1536","16529","64114","38727","63500",
"1000","890","153","80838","1536","16280","64133","38727","63600",
"1000","891","153","80832","1536","16035","64152","38727","63700",
"1000","892","153","80840","1536","15792","64170","38727","63800",
"1000","893","153","80838","1536","15553","64189","38727","63900",
"1000","894","153","80849","1536","15317","64208","38727","64000",
"1000","895","153","80840","1536","15083","64226","38727","64100",
"1000","896","153","80841","1536","14853","64245","38727","64200",
"1000","897","153","80848","1536","14626","64263","38727","64300",
"1000","898","153","80851","1536","14402","64282","38727","64400",
"1000","899","153","80857","1536","14181","64300","38727","64500",
"1000","900","153","80857","1536","13963","64319","38727","64600",
"1000","901","153","80859","1536","13748","64337","38727","64700",
"1000","902","153","80863","1536","13536","64355","38727","64800",
"1000","903","153","80864","1536","13326","64374","38727","64900",
"1000","904","153","80867","1536","13119","64392","38727","65000",
"1000","905","153","80868","1536","12915","64410","38727","65100",
"1000","906","153","80870","1536","12714","64428","38727","65200",
"1000","907","153","80871","1536","12516","64446","38727","65300",
"1000","908","153","80872","1536","12320","64464","38727","65400",
"1000","909","153","80875","1536","12127","64482","38727","65500",
"1000","910","153","80876","1536","11936","64500","38727","65600",
"1000","911","153","80883","1536","11749","64518","38727","65700",
"1000","912","153","80886","1536","11563","64536","38727","65800",
"1000","913","153","80882","1536","11381","64554","38727","65900",
"1000","914","153","80880","1536","11200","64572","38727","66000",
"1000","915","153","80880","1536","11023","64590","38727","66100",
"1000","916","153","80888","1536","10848","64608","38727","66200",
"1000","917","153","80892","1536","10675","64625","38727","66300",
"1000","918","153","80882","1536","10504","64643","38727","66400",
"1000","919","153","80889","1536","10336","64661","38727","66500",
"1000","920","153","80896","1536","10171","64679","38727","66600",
"1000","921","153","80889","1536","10008","64696","38727","66700",
"1000","922","153","80899","1536","9847","64714","38727","66800",
"1000","923","153","80904","1536","9688","64731","38727","66900",
"1000","924","153","80905","1536","9532","64749","38727","67000",
"1000","925","153","80909","1536","9378","64766","38727","67100",
"1000","926","153","80903","1536","9226","64784","38727","67200",
"1000","927","153","80912","1536","9076","64801","38727","67300",
"1000","928","153","80909","1536","8928","64818","38727","67400",
"1000","929","153","80919","1536","8783","64836","38727","67500",
"1000","930","153","80909","1536","8640","64853","38727","67600",
"1000","931","153","80911","1536","8499","64870","38727","67700",
"1000","932","153","80917","1536","8360","64887","38727","67800",
"1000","933","153","80913","1536","8223","64905","38727","67900",
"1000","934","153","80918","1536","8088","64922","38727","68000",
"1000","935","153","80928","1536","7955","64939","38727","68100",
"1000","936","153","80937","1536","7824","64956","38727","68200",
"1000","937","153","80931","1536","7695","64973","38727","68300",
"1000","938","153","80932","1536","7568","64990","38727","68400",
"1000","939","153","80940","1536","7443","65007","38727","68500",
"1000","940","153","80948","1536","7320","65024","38727","68600",
"1000","941","153","80950","1536","7199","65041","38727","68700",
"1000","942","153","80951","1536","7079","65058","38727","68800",
"1000","943","153","80953","1536","6962","65075","38727","68900",
"1000","944","153","80954","1536","6846","65091","38727","69000",
"1000","945","153","80956","1536","6732","65108","38727","69100",
"1000","946","153","80957","1536","6620","65125","38727","69200",
"1000","947","153","80959","1536","6510","65142","38727","69300",
"1000","948","153","80960","1536","6401","65158","38727","69400",
"1000","949","153","80962","1536","6294","65175","38727","69500",
"1000","950","153","80962","1536","6189","65192","38727","69600",
"1000","951","153","80964","1536","6086","65208","38727","69700",
"1000","952","153","80967","1536","5984","65225","38727","69800",
"1000","953","153","80968","1536","5884","65241","38727","69900",
"1000","954","153","80969","1536","5786","65258","38727","70000",
"1000","955","153","80971","1536","5689","65274","38727","70100",
"1000","956","153","80977","1536","5594","65291","38727","70200",
"1000","957","153","80978","1536","5500","65307","38727","70300",
"1000","958","153","80980","1536","5408","65323","38727","70400",
"1000","959","153","80981","1536","5317","65340","38727","70500",
"1000","960","153","80983","1536","5229","65356","38727","70600",
"1000","961","153","80985","1536","5141","65372","38727","70700",
"1000","962","153","80986","1536","5055","65389","38727","70800",
"1000","963","153","80974","1536","4971","65405","38727","70900",
"1000","964","153","80990","1536","4888","65421","38727","71000",
"1000","965","153","80987","1536","4806","65437","38727","71100",
"1000","966","153","80981","1536","4726","65453","38727","71200",
"1000","967","153","80987","1536","4648","65469","38727","71300",
"1000","968","153","80993","1536","4571","65485","38727","71400",
"1000","969","153","80993","1536","4495","65501","38727","71500",
"1000","970","153","80992","1536","4420","65517","38727","71600",
"1000","971","153","80992","1536","4347","65533","38727","71700",
"1000","972","153","80992","1536","4276","65549","38727","71800",
"1000","973","153","80993","1536","4205","65565","38727","71900",
"1000","974","153","80992","1536","4136","65581","38727","72000",
"1000","975","153","80987","1536","4068","65597","38727","72100",
"1000","976","153","80991","1536","4002","65612","38727","72200",
"1000","977","153","80999","1536","3937","65628","38727","72300",
"1000","978","153","81006","1536","3873","65644","38727","72400",
"1000","979","153","80996","1536","3810","65660","38727","72500",
"1000","980","153","80989","1536","3749","65675","38727","72600",
"1000","981","153","80994","1536","3689","65691","38727","72700",
"1000","982","153","81014","1536","3630","65706","38727","72800",
"1000","983","153","81020","1536","3572","65722","38727","72900",
"1000","984","153","81016","1536","3515","65738","38727","73000",
"1000","985","153","81022","1536","3460","65753","38727","73100",
"1000","986","153","81013","1536","3405","65769","38727","73200",
"1000","987","153","81001","1536","3352","65784","38727","73300",
"1000","988","153","81026","1536","3300","65799","38727","73400",
"1000","989","153","81032","1536","3249","65815","38727","73500",
"1000","990","153","81038","1536","3199","65830","38727","73600",
"1000","991","153","81031","1536","3151","65845","38727","73700",
"1000","992","153","81039","1536","3103","65861","38727","73800",
"1000","993","153","81044","1536","3056","65876","38727","73900",
"1000","994","153","81043","1536","3011","65891","38727","74000",
"1000","995","153","81054","1536","2966","65907","38727","74100",
"1000","996","153","81054","1536","2923","65922","38727","74200",
"1000","997","153","81044","1536","2881","65937","38727","74300",
"1000","998","153","81046","1536","2839","65952","38727","74400",
"1000","999","153","81022","1536","2799","65967","38727","74500",
"1000","1000","153","81059","1536","2759","65982","38727","74600",
