requests,served,persisted,serve RTT,req RTT,next RTT,serve av,persist av,window size
"1000","528","141","80953","55951","60177","66223","44740","24300",
"1000","529","141","80959","55951","60139","66251","44740","24400",
"1000","530","141","80946","55951","60102","66278","44740","24500",
"1000","531","141","80953","55951","60067","66306","44740","24600",
"1000","532","141","80961","55951","60033","66334","44740","24700",
"1000","533","141","80954","55951","60001","66361","44740","24800",
"1000","534","141","80956","55951","59970","66388","44740","24900",
"1000","535","141","80970","55951","59940","66416","44740","25000",
"1000","536","142","81660","56524","59929","66444","44823","25100",
"1000","537","143","82356","56157","59908","66474","44902","25200",
"1000","538","143","82358","56157","59888","66503","44902","25300",
"1000","539","143","82359","56157","59869","66533","44902","25400",
"1000","540","143","82359","56157","59852","66562","44902","25500",
"1000","541","143","82360","56157","59835","66591","44902","25600",
"1000","542","143","82357","56157","59820","66620","44902","25700",
"1000","543","143","82349","56157","59805","66649","44902","25800",
"1000","544","143","82363","56157","59792","66678","44902","25900",
"1000","545","143","82364","56157","59779","66707","44902","26000",
"1000","546","143","82366","56157","59768","66736","44902","26100",
"1000","547","143","82367","56157","59758","66764","44902","26200",
"1000","548","145","84000","56900","59770","66796","45067","26300",
"1000","549","145","84002","56900","59783","66827","45067","26400",
"1000","550","145","84003","56900","59796","66858","45067","26500",
"1000","551","145","84005","56900","59810","66889","45067","26600",
"1000","552","145","84004","56900","59824","66920","45067","26700",
"1000","553","145","84006","56900","59839","66951","45067","26800",
"1000","554","145","84008","56900","59855","66982","45067","26900",
"1000","555","145","83999","56900","59871","67013","45067","27000",
"1000","556","145","84011","56900","59887","67043","45067","27100",
"1000","557","146","84477","57240","59913","67075","45150","27200",
"1000","558","147","85175","57162","59938","67107","45232","27300",
"1000","559","147","85176","57162","59963","67139","45232","27400",
"1000","560","147","85179","57162","59988","67172","45232","27500",
"1000","561","147","85181","57162","60013","67204","45232","27600",
"1000","562","147","85182","57162","60039","67236","45232","27700",
"1000","563","147","85182","57162","60065","67267","45232","27800",
"1000","564","147","85185","57162","60091","67299","45232","27900",
"1000","565","147","85174","57162","60118","67331","45232","28000",
"1000","566","149","86808","58108","60171","67365","45405","28100",
"1000","567","149","86810","58108","60224","67400","45405","28200",
"1000","568","149","86812","58108","60277","67434","45405","28300",
"1000","569","149","86813","58108","60330","67468","45405","28400",
"1000","570","149","86815","58108","60382","67502","45405","28500",
"1000","571","149","86816","58108","60435","67536","45405","28600",
"1000","572","149","86818","58108","60487","67569","45405","28700",
"1000","573","151","88450","59210","60569","67606","45585","28800",
"1000","574","151","88450","59210","60651","67642","45585","28900",
"1000","575","151","88452","59210","60732","67678","45585","29000",
"1000","576","151","88454","59210","60812","67714","45585","29100",
"1000","577","151","88456","59210","60892","67750","45585","29200",
"1000","578","152","89628","59917","60991","67788","45679","29300",
"1000","579","152","89632","59917","61088","67826","45679","29400",
"1000","580","152","89624","59917","61184","67863","45679","29500",
"1000","581","152","89631","59917","61280","67901","45679","29600",
"1000","582","152","89623","59917","61374","67938","45679","29700",
"1000","583","154","91504","61404","61509","67979","45883","29800",
"1000","584","154","91507","61404","61641","68019","45883","29900",
"1000","585","154","91508","61404","61772","68059","45883","30000",
"1000","586","154","91510","61404","61902","68099","45883","30100",
"1000","587","156","93384","62936","62071","68142","46097","30200",
"1000","588","156","93176","62936","62238","68185","46097","30100",
"1000","589","156","92985","62936","62403","68227","46097","30000",
"1000","590","157","93243","63144","62572","68269","46206","29900",
"1000","591","157","93046","63144","62738","68311","46206","29800",
"1000","592","157","92847","63144","62902","68353","46206","29700",
"1000","593","159","94527","64778","63108","68397","46433","29600",
"1000","594","159","94327","64778","63312","68440","46433","29500",
"1000","595","160","94583","65084","63520","68484","46550","29400",
"1000","596","160","94385","65084","63726","68528","46550","29300",
"1000","597","162","96060","66810","63975","68574","46796","29200",
"1000","598","163","96328","67178","64230","68620","46921","29100",
"1000","599","164","97299","68249","64510","68668","47051","29000",
"1000","600","165","97568","68618","64796","68716","47182","28900",
"1000","601","166","98071","69220","65094","68765","47315","28800",
"1000","602","167","99056","70305","65416","68816","47452","28700",
"1000","603","168","99324","70724","65744","68866","47591","28600",
"1000","604","169","99812","71312","66084","68917","47731","28500",
"1000","605","170","100788","72388","66446","68970","47876","28400",
"1000","606","171","101055","72755","66813","69023","48022","28300",
"1000","607","172","101559","73359","67190","69077","48169","28200",
"1000","608","173","102520","74420","67590","69132","48321","28100",
"1000","609","174","102809","74809","67993","69187","48473","28000",
"1000","610","175","103306","75406","68406","69243","48627","27900",
"1000","611","176","104275","76475","68841","69300","48785","27800",
"1000","612","177","105615","77915","69307","69360","48950","27700",
"1000","613","178","105849","78249","69775","69419","49114","27600",
"1000","614","179","106009","78509","70242","69479","49279","27500",
"1000","615","180","107000","79600","70730","69540","49447","27400",
"1000","616","181","107263","79963","71220","69601","49616","27300",
"1000","617","182","107762","80562","71718","69663","49786","27200",
"1000","618","183","108729","81629","72236","69726","49960","27100",
"1000","619","184","109003","81992","72756","69789","50134","27000",
"1000","620","185","109506","82593","73282","69853","50309","26900",
"1000","621","186","110469","83665","73829","69919","50488","26800",
"1000","622","187","110754","84039","74376","69985","50668","26700",
"1000","623","188","111484","84868","74937","70051","50850","26600",
"1000","624","189","112225","85708","75510","70119","51034","26500",
"1000","625","190","112738","86320","76089","70187","51220","26400",
"1000","626","191","112995","86576","76667","70255","51405","26300",
"1000","627","191","112788","86576","77235","70323","51405","26200",
"1000","628","192","113766","87546","77819","70392","51593","26100",
"1000","629","192","113558","87546","78394","70461","51593","26000",
"1000","630","193","113833","87812","78967","70530","51781","25900",
"1000","631","193","113635","87812","79530","70598","51781","25800",
"1000","632","194","114145","88222","80096","70667","51969","25700",
"1000","633","194","113937","88222","80652","70735","51969","25600",
"1000","634","194","113744","88222","81199","70803","51969","25500",
"1000","635","195","114708","89083","81760","70872","52159","25400",
"1000","636","195","114504","89083","82311","70941","52159","25300",
"1000","637","195","114305","89083","82854","71009","52159","25200",
"1000","638","196","114811","89386","83396","71078","52349","25100",
"1000","639","196","114614","89386","83929","71146","52349","25000",
"1000","640","196","114416","89386","84454","71213","52349","24900",
"1000","641","196","114218","89386","84970","71280","52349","24800",
"1000","642","197","114480","89454","85480","71348","52537","24700",
"1000","643","197","114282","89454","85981","71415","52537","24600",
"1000","644","197","114082","89454","86475","71481","52537","24500",
"1000","645","197","113883","89454","86960","71547","52537","24400",
"1000","646","198","114627","89901","87449","71613","52726","24300",
"1000","647","198","114429","89901","87929","71679","52726","24200",
"1000","648","198","114227","89901","88402","71745","52726","24100",
"1000","649","198","114033","89901","88867","71810","52726","24000",
"1000","650","198","113835","89901","89325","71875","52726","23900",
"1000","651","199","113853","89524","89765","71939","52911","23800",
"1000","652","199","113856","89524","90199","72004","52911","23900",
"1000","653","199","113858","89524","90625","72068","52911","24000",
"1000","654","199","113859","89524","91045","72132","52911","24100",
"1000","655","199","113861","89524","91457","72195","52911","24200",
"1000","656","199","113863","89524","91862","72259","52911","24300",
"1000","657","200","114328","89298","92255","72323","53093","24400",
"1000","658","200","114331","89298","92642","72387","53093","24500",
"1000","659","200","114333","89298","93022","72450","53093","24600",
"1000","660","200","114334","89298","93395","72514","53093","24700",
"1000","661","200","114334","89298","93763","72577","53093","24800",
"1000","662","200","114336","89298","94124","72640","53093","24900",
"1000","663","200","114338","89298","94478","72703","53093","25000",
"1000","664","201","115023","89194","94824","72767","53273","25100",
"1000","665","201","115026","89194","95165","72830","53273","25200",
"1000","666","201","115028","89194","95499","72894","53273","25300",
"1000","667","201","115030","89194","95827","72957","53273","25400",
"1000","668","201","115030","89194","96150","73020","53273","25500",
"1000","669","201","115032","89194","96467","73083","53273","25600",
"1000","670","201","115029","89194","96779","73145","53273","25700",
"1000","671","201","115034","89194","97085","73208","53273","25800",
"1000","672","202","115501","88770","97375","73271","53448","25900",
"1000","673","202","115503","88770","97661","73333","53448","26000",
"1000","674","202","115505","88770","97941","73396","53448","26100",
"1000","675","202","115508","88770","98216","73458","53448","26200",
"1000","676","202","115498","88770","98486","73521","53448","26300",
"1000","677","202","115497","88770","98751","73583","53448","26400",
"1000","678","202","115514","88770","99011","73644","53448","26500",
"1000","679","202","115516","88770","99267","73706","53448","26600",
"1000","680","202","115520","88770","99518","73768","53448","26700",
"1000","681","203","116200","88370","99754","73830","53620","26800",
"1000","682","203","116195","88370","99987","73892","53620","26900",
"1000","683","203","116203","88370","100214","73954","53620","27000",
"1000","684","203","116191","88370","100438","74016","53620","27100",
"1000","685","203","116206","88370","100657","74077","53620","27200",
"1000","686","203","116209","88370","100872","74139","53620","27300",
"1000","687","203","116210","88370","101083","74200","53620","27400",
"1000","688","203","116215","88370","101289","74261","53620","27500",
"1000","689","203","116218","88370","101492","74322","53620","27600",
"1000","690","203","116220","88370","101691","74383","53620","27700",
"1000","691","203","116222","88370","101885","74443","53620","27800",
"1000","692","204","116665","87532","102057","74504","53787","27900",
"1000","693","204","116667","87532","102224","74565","53787","28000",
"1000","694","204","116666","87532","102389","74626","53787","28100",
"1000","695","204","116658","87532","102550","74686","53787","28200",
"1000","696","204","116669","87532","102707","74746","53787","28300",
"1000","697","204","116677","87532","102861","74807","53787","28400",
"1000","698","204","116679","87532","103012","74867","53787","28500",
"1000","699","204","116681","87532","103159","74926","53787","28600",
"1000","700","204","116681","87532","103303","74986","53787","28700",
"1000","701","204","116684","87532","103444","75046","53787","28800",
"1000","702","204","116679","87532","103582","75105","53787","28900",
"1000","703","204","116672","87532","103717","75164","53787","29000",
"1000","704","204","116683","87532","103848","75223","53787","29100",
"1000","705","205","117366","86734","103959","75283","53947","29200",
"1000","706","205","117364","86734","104066","75342","53947","29300",
"1000","707","205","117361","86734","104172","75402","53947","29400",
"1000","708","205","117374","86734","104274","75461","53947","29500",
"1000","709","205","117369","86734","104374","75520","53947","29600",
"1000","710","205","117378","86734","104471","75579","53947","29700",
"1000","711","205","117370","86734","104566","75638","53947","29800",
"1000","712","205","117371","86734","104658","75697","53947","29900",
"1000","713","205","117387","86734","104748","75755","53947","30000",
"1000","714","205","117385","86734","104835","75813","53947","30100",
"1000","715","205","117377","86734","104920","75871","53947","30200",
"1000","716","205","117392","86734","105002","75929","53947","30300",
"1000","717","205","117395","86734","105082","75987","53947","30400",
"1000","718","205","117389","86734","105160","76045","53947","30500",
"1000","719","205","117386","86734","105236","76102","53947","30600",
"1000","720","206","118072","85637","105285","76161","54101","30700",
"1000","721","206","118075","85637","105332","76219","54101","30800",
"1000","722","206","118072","85637","105377","76277","54101","30900",
"1000","723","206","118068","85637","105421","76335","54101","31000",
"1000","724","206","118075","85637","105462","76392","54101","31100",
"1000","725","206","118072","85637","105502","76450","54101","31200",
"1000","726","206","118068","85637","105540","76507","54101","31300",
"1000","727","206","118077","85637","105577","76564","54101","31400",
"1000","728","206","118086","85637","105611","76621","54101","31500",
"1000","729","206","118079","85637","105645","76678","54101","31600",
"1000","730","206","118091","85637","105676","76735","54101","31700",
"1000","731","206","118084","85637","105706","76791","54101","31800",
"1000","732","206","118098","85637","105734","76848","54101","31900",
"1000","733","206","118087","85637","105761","76904","54101","32000",
"1000","734","206","118102","85637","105786","76960","54101","32100",
"1000","735","206","118105","85637","105809","77016","54101","32200",
"1000","736","206","118107","85637","105831","77072","54101","32300",
"1000","737","206","118111","85637","105852","77128","54101","32400",
"1000","738","207","118542","84006","105836","77184","54246","32500",
"1000","739","207","118545","84006","105819","77240","54246","32600",
"1000","740","207","118548","84006","105800","77296","54246","32700",
"1000","741","207","118550","84006","105781","77351","54246","32800",
"1000","742","207","118551","84006","105761","77407","54246","32900",
"1000","743","207","118554","84006","105741","77462","54246","33000",
"1000","744","207","118556","84006","105719","77518","54246","33100",
"1000","745","207","118558","84006","105696","77573","54246","33200",
"1000","746","207","118551","84006","105673","77628","54246","33300",
"1000","747","207","118549","84006","105648","77682","54246","33400",
"1000","748","207","118567","84006","105623","77737","54246","33500",
"1000","749","207","118568","84006","105597","77791","54246","33600",
"1000","750","207","118572","84006","105570","77846","54246","33700",
"1000","751","207","118574","84006","105542","77900","54246","33800",
"1000","752","207","118583","84006","105514","77954","54246","33900",
"1000","753","207","118585","84006","105485","78008","54246","34000",
"1000","754","207","118572","84006","105455","78062","54246","34100",
"1000","755","207","118589","84006","105424","78116","54246","34200",
"1000","756","207","118591","84006","105393","78169","54246","34300",
"1000","757","207","118585","84006","105361","78223","54246","34400",
"1000","758","207","118585","84006","105328","78276","54246","34500",
"1000","759","208","119016","81880","105250","78329","54378","34600",
"1000","760","208","119020","81880","105172","78383","54378","34700",
"1000","761","208","119021","81880","105093","78436","54378","34800",
"1000","762","208","119021","81880","105015","78490","54378","34900",
"1000","763","208","119013","81880","104936","78543","54378","35000",
"1000","764","208","119021","81880","104857","78596","54378","35100",
"1000","765","208","119018","81880","104779","78649","54378","35200",
"1000","766","208","119027","81880","104700","78701","54378","35300",
"1000","767","208","119039","81880","104621","78754","54378","35400",
"1000","768","208","119042","81880","104542","78806","54378","35500",
"1000","769","208","119036","81880","104463","78859","54378","35600",
"1000","770","208","119046","81880","104384","78911","54378","35700",
"1000","771","208","119038","81880","104304","78963","54378","35800",
"1000","772","208","119045","81880","104225","79015","54378","35900",
"1000","773","208","119052","81880","104146","79067","54378","36000",
"1000","774","208","119054","81880","104067","79118","54378","36100",
"1000","775","208","119042","81880","103988","79170","54378","36200",
"1000","776","208","119049","81880","103908","79221","54378","36300",
"1000","777","208","119047","81880","103829","79272","54378","36400",
"1000","778","208","119054","81880","103750","79324","54378","36500",
"1000","779","208","119052","81880","103670","79375","54378","36600",
"1000","780","208","119056","81880","103591","79425","54378","36700",
"1000","781","208","119064","81880","103512","79476","54378","36800",
"1000","782","208","119067","81880","103433","79527","54378","36900",
"1000","783","208","119068","81880","103353","79577","54378","37000",
"1000","784","208","119069","81880","103274","79628","54378","37100",
"1000","785","209","119715","78678","103130","79679","54495","37200",
"1000","786","209","119707","78678","102986","79730","54495","37300",
"1000","787","209","119716","78678","102843","79781","54495","37400",
"1000","788","209","119707","78678","102701","79831","54495","37500",
"1000","789","209","119708","78678","102560","79882","54495","37600",
"1000","790","209","119723","78678","102419","79932","54495","37700",
"1000","791","209","119719","78678","102279","79982","54495","37800",
"1000","792","209","119718","78678","102141","80033","54495","37900",
"1000","793","209","119716","78678","102002","80083","54495","38000",
"1000","794","209","119726","78678","101865","80133","54495","38100",
"1000","795","209","119718","78678","101729","80182","54495","38200",
"1000","796","209","119725","78678","101593","80232","54495","38300",
"1000","797","209","119741","78678","101458","80282","54495","38400",
"1000","798","209","119744","78678","101324","80331","54495","38500",
"1000","799","209","119746","78678","101190","80380","54495","38600",
"1000","800","209","119749","78678","101057","80430","54495","38700",
"1000","801","209","119751","78678","100925","80479","54495","38800",
"1000","802","209","119754","78678","100794","80528","54495","38900",
"1000","803","209","119755","78678","100663","80577","54495","39000",
"1000","804","209","119758","78678","100534","80625","54495","39100",
"1000","805","209","119759","78678","100405","80674","54495","39200",
"1000","806","209","119763","78678","100276","80722","54495","39300",
"1000","807","209","119764","78678","100149","80771","54495","39400",
"1000","808","209","119768","78678","100022","80819","54495","39500",
"1000","809","209","119769","78678","99896","80867","54495","39600",
"1000","810","209","119770","78678","99770","80915","54495","39700",
"1000","811","209","119773","78678","99645","80963","54495","39800",
"1000","812","209","119760","78678","99521","81011","54495","39900",
"1000","813","209","119768","78678","99398","81059","54495","40000",
"1000","814","209","119773","78678","99275","81106","54495","40100",
"1000","815","209","119781","78678","99154","81154","54495","40200",
"1000","816","209","119782","78678","99032","81201","54495","40300",
"1000","817","209","119784","78678","98912","81248","54495","40400",
"1000","818","209","119785","78678","98792","81295","54495","40500",
"1000","819","209","119787","78678","98673","81342","54495","40600",
"1000","820","209","119788","78678","98554","81389","54495","40700",
"1000","821","209","119790","78678","98436","81436","54495","40800",
"1000","822","209","119786","78678","98319","81483","54495","40900",
"1000","823","209","119792","78678","98202","81529","54495","41000",
"1000","824","210","120183","77083","98055","81576","54602","41100",
"1000","825","210","120182","77083","97910","81623","54602","41200",
"1000","826","210","120186","77083","97765","81670","54602","41300",
"1000","827","210","120188","77083","97621","81716","54602","41400",
"1000","828","210","120190","77083","97478","81763","54602","41500",
"1000","829","210","120192","77083","97336","81809","54602","41600",
"1000","830","210","120196","77083","97195","81855","54602","41700",
"1000","831","210","120199","77083","97055","81901","54602","41800",
"1000","832","210","120192","77083","96916","81947","54602","41900",
"1000","833","210","120203","77083","96778","81993","54602","42000",
"1000","834","210","120207","77083","96641","82039","54602","42100",
"1000","835","210","120210","77083","96505","82085","54602","42200",
"1000","836","210","120212","77083","96370","82130","54602","42300",
"1000","837","210","120215","77083","96236","82176","54602","42400",
"1000","838","210","120217","77083","96102","82221","54602","42500",
"1000","839","210","120221","77083","95970","82267","54602","42600",
"1000","840","210","120215","77083","95838","82312","54602","42700",
"1000","841","210","120224","77083","95708","82357","54602","42800",
"1000","842","210","120229","77083","95578","82402","54602","42900",
"1000","843","210","120227","77083","95449","82447","54602","43000",
"1000","844","210","120232","77083","95321","82491","54602","43100",
"1000","845","211","120882","77096","95194","82537","54709","43200",
"1000","846","211","120900","77096","95068","82582","54709","43300",
"1000","847","211","120902","77096","94943","82627","54709","43400",
"1000","848","211","120896","77096","94819","82673","54709","43500",
"1000","849","211","120903","77096","94695","82718","54709","43600",
"1000","850","211","120902","77096","94573","82763","54709","43700",
"1000","851","211","120908","77096","94451","82807","54709","43800",
"1000","852","212","121355","77155","94331","82853","54815","43900",
"1000","853","212","121357","77155","94212","82898","54815","44000",
"1000","854","212","121362","77155","94094","82943","54815","44100",
"1000","855","212","121362","77155","93976","82988","54815","44200",
"1000","856","213","122059","77559","93867","83033","54922","44300",
"1000","857","213","122062","77559","93759","83079","54922","44400",
"1000","858","213","122064","77559","93651","83124","54922","44500",
"1000","859","214","122524","77924","93551","83170","55029","44600",
"1000","860","215","123229","78529","93463","83217","55138","44700",
"1000","861","216","123696","78896","93382","83264","55248","44800",
"1000","862","217","124397","79497","93313","83312","55360","44900",
"1000","863","218","124874","79874","93250","83360","55473","45000",
"1000","864","219","125572","80472","93200","83409","55587","45100",
"1000","865","220","126049","80849","93156","83458","55702","45200",
"1000","866","221","126749","81449","93123","83508","55818","45300",
"1000","867","222","127206","81806","93097","83558","55935","45400",
"1000","868","223","127928","82428","93082","83609","56054","45500",
"1000","869","224","128379","82779","93073","83661","56173","45600",
"1000","870","225","129088","83388","93075","83713","56294","45700",
"1000","871","226","129558","83758","93084","83766","56416","45800",
"1000","872","227","130259","84359","93102","83819","56539","45900",
"1000","873","228","130728","84728","93127","83873","56662","46000",
"1000","874","229","131430","85330","93163","83927","56788","46100",
"1000","875","230","131904","85704","93204","83982","56913","46200",
"1000","876","231","132604","86304","93255","84038","57041","46300",
"1000","877","232","133079","86679","93312","84093","57168","46400",
"1000","878","233","133777","87277","93379","84150","57298","46500",
"1000","879","234","134243","87643","93452","84207","57427","46600",
"1000","880","236","135414","88714","93543","84265","57691","46700",
"1000","881","237","136116","89316","93643","84324","57824","46800",
"1000","882","238","136589","89689","93748","84383","57958","46900",
"1000","883","239","137288","90288","93863","84443","58093","47000",
"1000","884","240","137758","90658","93983","84504","58229","47100",
"1000","885","241","138474","91274","94112","84565","58366","47200",
"1000","886","242","138929","91629","94245","84626","58503","47300",
"1000","887","243","139643","92243","94388","84688","58642","47400",
"1000","888","244","140107","92607","94536","84750","58782","47500",
"1000","889","245","140812","93212","94692","84813","58922","47600",
"1000","890","246","141274","93574","94853","84877","59063","47700",
"1000","891","247","141989","94189","95022","84941","59205","47800",
"1000","892","248","142450","94550","95196","85005","59348","47900",
"1000","893","249","143148","95148","95378","85071","59491","48000",
"1000","894","250","143615","95515","95564","85136","59636","48100",
"1000","895","251","144358","96358","95763","85202","59782","48000",
"1000","896","252","144396","96496","95962","85268","59927","47900",
"1000","897","253","144894","97094","96169","85335","60074","47800",
"1000","898","254","145165","97465","96380","85401","60222","47700",
"1000","899","255","145663","98063","96599","85468","60370","47600",
"1000","900","256","145933","98433","96821","85536","60519","47500",
"1000","901","257","146446","99046","97052","85603","60669","47400",
"1000","902","258","146704","99404","97286","85671","60819","47300",
"1000","903","259","147221","100021","97527","85739","60970","47200",
"1000","904","260","147475","100375","97773","85807","61122","47100",
"1000","905","261","147979","100979","98025","85876","61274","47000",
"1000","906","262","148247","101347","98281","85945","61427","46900",
"1000","907","263","148756","101956","98545","86014","61581","46800",
"1000","908","264","149020","102320","98812","86084","61736","46700",
"1000","909","265","149532","102932","99086","86153","61891","46600",
"1000","910","266","149792","103292","99363","86223","62047","46500",
"1000","911","267","150292","103892","99648","86294","62204","46400",
"1000","912","268","150561","104261","99935","86364","62360","46300",
"1000","913","269","151077","104877","100229","86435","62519","46200",
"1000","914","270","151336","105236","100527","86506","62677","46100",
"1000","915","271","151836","105836","100831","86577","62836","46000",
"1000","916","272","152106","106206","101137","86649","62995","45900",
"1000","917","273","152610","106810","101451","86721","63156","45800",
"1000","918","274","152876","107176","101767","86793","63317","45700",
"1000","919","275","153393","107793","102090","86865","63478","45600",
"1000","920","276","153651","108151","102416","86938","63640","45500",
"1000","921","277","154166","108766","102748","87011","63803","45400",
"1000","922","278","154427","109127","103082","87084","63966","45300",
"1000","923","279","154932","109732","103423","87158","64130","45200",
"1000","924","280","155194","110094","103766","87231","64294","45100",
"1000","925","281","155709","110709","104115","87305","64460","45000",
"1000","926","282","155968","111068","104467","87379","64625","44900",
"1000","927","283","156468","111668","104824","87454","64791","44800",
"1000","928","284","156727","112027","105184","87529","64957","44700",
"1000","929","285","157244","112644","105550","87604","65125","44600",
"1000","930","286","157505","113005","105917","87679","65292","44500",
"1000","931","287","158024","113624","106291","87754","65460","44400",
"1000","932","288","158284","113984","106667","87830","65629","44300",
"1000","933","289","158785","114585","107049","87906","65798","44200",
"1000","934","290","159058","114958","107432","87982","65968","44100",
"1000","935","291","159558","115558","107821","88059","66138","44000",
"1000","936","292","159820","115920","108212","88135","66309","43900",
"1000","937","293","160329","116529","108608","88212","66480","43800",
"1000","938","294","160598","116898","109006","88290","66652","43700",
"1000","939","295","161102","117502","109410","88367","66824","43600",
"1000","940","296","161369","117869","109815","88445","66996","43500",
"1000","941","297","161876","118476","110225","88523","67170","43400",
"1000","942","298","162134","118834","110637","88601","67343","43300",
"1000","943","299","162647","119447","111054","88680","67517","43200",
"1000","944","300","162918","119818","111473","88758","67692","43100",
"1000","945","301","163421","120421","111897","88837","67867","43000",
"1000","946","302","163685","120785","112322","88916","68042","42900",
"1000","947","303","164194","121394","112752","88996","68218","42800",
"1000","948","304","164457","121757","113184","89075","68394","42700",
"1000","949","305","164971","122371","113621","89155","68571","42600",
"1000","950","306","165229","122729","114058","89235","68748","42500",
"1000","951","307","165742","123342","114501","89316","68926","42400",
"1000","952","308","166247","123947","114949","89397","69105","42300",
"1000","953","309","166512","124312","115398","89478","69283","42200",
"1000","954","310","166773","124672","115847","89559","69462","42100",
"1000","955","311","167275","125275","116301","89640","69642","42000",
"1000","956","312","167545","125645","116757","89722","69821","41900",
"1000","957","313","168051","126251","117217","89803","70001","41800",
"1000","958","314","168322","126622","117677","89885","70182","41700",
"1000","959","315","168827","127227","118143","89968","70363","41600",
"1000","960","316","169089","127589","118609","90050","70544","41500",
"1000","961","317","169601","128201","119080","90133","70726","41400",
"1000","962","318","169860","128560","119551","90216","70908","41300",
"1000","963","319","170370","129170","120027","90299","71090","41200",
"1000","964","320","170632","129532","120504","90382","71273","41100",
"1000","965","321","171135","130135","120984","90466","71456","41000",
"1000","966","322","171402","130502","121466","90550","71640","40900",
"1000","967","323","171921","131121","121952","90634","71824","40800",
"1000","968","324","172185","131485","122438","90718","72008","40700",
"1000","969","325","172691","132091","122929","90803","72193","40600",
"1000","970","326","172947","132447","123420","90887","72378","40500",
"1000","971","327","173459","133059","123915","90972","72563","40400",
"1000","972","328","173718","133418","124410","91058","72749","40300",
"1000","973","329","174585","134385","124916","91143","72936","40200",
"1000","974","330","174825","134725","125421","91229","73123","40100",
"1000","975","331","175007","135007","125925","91315","73310","40000",
"1000","976","332","175274","135374","126429","91401","73497","39900",
"1000","977","333","175774","135974","126937","91488","73685","39800",
"1000","978","334","176036","136336","127445","91574","73872","39700",
"1000","979","335","176539","136939","127958","91661","74061","39600",
"1000","980","336","176809","137309","128470","91748","74249","39500",
"1000","981","337","177305","137905","128986","91835","74438","39400",
"1000","982","338","177578","138278","129502","91922","74627","39300",
"1000","983","339","178088","138888","130022","92010","74816","39200",
"1000","984","340","178350","139250","130542","92098","75006","39100",
"1000","985","341","178853","139853","131066","92186","75196","39000",
"1000","986","342","179125","140225","131589","92274","75386","38900",
"1000","987","343","179624","140824","132117","92362","75577","38800",
"1000","988","344","179894","141194","132644","92451","75768","38700",
"1000","989","345","180396","141796","133175","92540","75959","38600",
"1000","990","346","180665","142165","133705","92629","76150","38500",
"1000","991","347","181404","143004","134243","92719","76343","38400",
"1000","992","348","181437","143137","134777","92808","76535","38300",
"1000","993","349","181940","143740","135315","92898","76728","38200",
"1000","994","350","182218","143716","135846","92988","76919","38100",
"1000","995","350","182023","143716","136371","93077","76919","38000",
"1000","996","350","181821","143716","136889","93166","76919","37900",
"1000","997","350","181631","143716","137402","93255","76919","37800",
"1000","998","350","181432","143716","137909","93343","76919","37700",
"1000","999","352","182381","144371","138420","93432","77302","37600",
"1000","1000","352","182185","144371","138925","93521","77302","37500",
